video_id,violence_probability,frame_diff_mean,frame_diff_var,blur,brightness,contrast,optical_flow
n_1,0.5488247709682122,202.8396199544271,11776.93916256413,1290.3311157149726,222.00303649902344,115.25554909374422,20.064258575439453
n_2,0.3982339357206155,94.78933207194011,3497.9578417210264,2896.3700507429894,139.54068501790366,67.99996314116127,15.36409854888916
n_3,0.054256787155906636,64.24835205078125,3542.247521022024,4334.103178135818,159.8669687906901,76.97260762473003,30.911497116088867
n_4,0.1343663990337014,104.4490966796875,4585.563776625526,10025.107543945312,110.51309712727864,72.31581211791573,16.93467903137207
n_5,0.24407357747323044,132.8927968343099,11536.687931810717,5502.118829127401,254.84371948242188,105.3815626518519,20.667648315429688
n_6,0.36532144123444193,91.92609151204427,3542.485869552914,7751.428481838666,219.88148498535156,85.52868343251247,24.741188049316406
n_7,0.2357081585473217,145.81489054361978,4940.723485954002,5854.718609373784,181.51657104492188,84.83471090769535,10.00822925567627
n_8,0.2846593140314596,82.94179280598958,3248.7604544919964,11998.029932664474,236.94829813639322,103.25210223598278,7.875787734985352
n_9,0.29794792813864174,4.612213134765625,66.58400651967774,6614.75042297598,51.59553019205729,79.31627519439063,0.076463982462883
n_10,0.35332517792589074,136.32237752278647,4830.541804340875,12100.126161947614,254.9997762044271,88.68244039755022,15.01522445678711
n_11,0.5434608145272989,47.234415690104164,2199.4184985030183,11843.576787160477,125.33176167805989,71.30358598140177,24.3447265625
n_12,0.6469346349358831,15.840947469075521,864.1728210436542,5552.645344123244,125.57415262858073,51.442008646343716,3.255945920944214
n_13,0.5491395352049165,34.46409606933594,2128.451650734991,3963.8733352643903,72.3824462890625,71.6358382061296,18.406539916992188
n_14,0.7875212826862147,50.80330912272135,2611.060510086491,7160.438491821289,109.3311258951823,76.1966120207651,33.93549728393555
n_15,0.46192869762233735,70.08057657877605,5554.724586516516,3206.3308619873133,133.03946940104166,97.40778032836883,27.857868194580078
n_16,0.38838035517163616,35.81401062011719,2604.2511898109224,6204.5779008716345,121.33648173014323,83.35405361641729,7.052067756652832
n_17,0.2795605721880312,94.81266784667969,6897.597907356064,1295.0788475126028,189.76867167154947,103.37984525802692,10.70147705078125
n_18,0.41024522386184087,77.1868387858073,5432.159607117374,11914.29833352915,132.51710510253906,90.4910408627101,18.889808654785156
n_19,0.09673395715923142,178.74921671549478,3628.375448803701,4493.5948092599865,252.04840087890625,60.369669607362184,13.093116760253906
n_20,0.5828875968724233,93.09857177734375,3935.1568637424057,4078.000266603194,146.77059427897134,90.23473223007461,22.3850040435791
n_21,0.626738784492293,76.44639078776042,4400.056482741815,5770.664520150982,164.35791524251303,83.81260710202334,13.8936128616333
n_22,0.6156615109727879,127.56226094563802,5981.549956582461,9476.212074524723,172.8023223876953,120.20631677268285,24.816768646240234
n_23,0.14767719937077028,216.42993672688803,4069.4349292739184,18112.35246967897,219.85412089029947,72.78483647521396,27.15066146850586
n_24,0.146526313850496,74.66851298014323,3136.982823671747,8297.628784402972,177.7366689046224,82.02420059316479,23.16655921936035
n_25,0.43189095269406386,119.04646809895833,6331.227566579124,20165.086618110305,211.48289998372397,96.45890548444221,24.302099227905273
n_26,0.38030982515716344,81.92310587565105,6765.112051919077,29347.34909642837,174.15008036295572,98.29973688112071,31.862430572509766
n_27,0.5219361638879487,42.21654256184896,4257.953841740781,11507.611774153076,124.42919413248698,97.3287330388133,11.502018928527832
n_28,0.23326041460727553,77.27357482910156,4066.830486199275,2770.158713757992,130.26154073079428,84.57468531165391,17.87396240234375
n_29,0.12000370990871487,128.87680053710938,7178.9600009288015,4661.998373493552,128.87680053710938,85.00232103026771,17.46310043334961
n_30,0.41989710258870505,70.19828796386719,5041.173720010013,2518.912656805478,110.11496480305989,80.87175481334471,16.790773391723633
n_31,0.22172217005899097,35.85505676269531,1564.249995725747,5106.614036812447,110.70433044433594,66.88898787485213,12.98907470703125
n_32,0.5023032238764634,52.36860148111979,7890.406643934446,11834.528242196888,129.989990234375,104.77224660191065,7.6673712730407715
n_33,0.13468689503324344,115.43099975585938,9344.671494235185,25539.807021628832,160.95535278320312,106.56164996155175,34.19919967651367
n_34,0.2235579504892028,23.247934977213543,1191.2268278076208,1850.1109619140625,81.68698120117188,72.99642560027495,7.0498247146606445
n_35,0.19422541730306206,74.26453653971355,3444.61609626551,6858.555571905337,113.84998067220052,76.1908972719572,19.883426666259766
n_36,0.6092412313702025,6.3597412109375,266.7475800762574,1948.9440875740256,55.72002156575521,76.59730123930422,1.1398683786392212
n_37,0.23905213340531448,104.69029744466145,4219.540777798716,3142.0599925369024,186.85867818196616,92.40114999569437,8.504900932312012
n_38,0.32357038845206926,17.804306030273438,1049.0798864956532,6234.261656492716,68.30127970377605,80.71832252429307,19.549747467041016
